STORY,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl
16,17. SHE PUTS THE BANDAGE ON HER HAND.,17. ELA COLOCA O CURATIVO NA MÃO.,17. ELLA PONE EL VENDAJE EN SU MANO.,17. LEI METTE IL CEROTTO SULLA MANO.,17. ELLE MET LE PANSEMENT SUR SA MAIN.,17. SIE LEGT DEN VERBAND AUF IHRE HAND.,17. 彼女は手に包帯を貼ります。,17. かのじょはてにほうたいをはります。,17. KANOJO WA TE NI HŌTAI O HARIMASU.,17. ZE ZET HET VERBAND OP HAAR HAND.
16,18. SHE SMILES AND PICKS UP THE BALL.,18. ELA SORRI E PEGA A BOLA.,18. ELLA SONRÍE Y RECOGE LA PELOTA.,18. LEI SORRIDE E PRENDE LA PALLA.,18. ELLE SOURIT ET PREND LA BALLE.,18. SIE LÄCHELT UND HOLT DEN BALL.,18. 彼女は笑ってボールを取ります。,18. かのじょはわらってボールをとります。,18. KANOJO WA WARATTE BŌRU O TORIMASU.,18. ZE GLIMLACHT EN PAKT DE BAL OP.
17,1. THE KITCHEN IS MESSY.,1. A COZINHA ESTÁ BAGUNÇADA.,1. LA COCINA ESTÁ DESORDENADA.,1. LA CUCINA È DISORDINATA.,1. LA CUISINE EST EN DÉSORDRE.,1. DIE KÜCHE IST UNORDENTLICH.,1. キッチンは散らかっています。,1. キッチンはちらかっています。,1. KITCHIN WA CHIRAKATTEIMASU.,1. DE KEUKEN IS ROMMELIG.
17,2. SHE PICKS UP DIRTY PLATES.,2. ELA PEGA PRATOS SUJOS.,2. ELLA RECOGE LOS PLATOS SUCIOS.,2. LEI PRENDE I PIATTI SPORCHI.,2. ELLE RAMASSE LES ASSIETTES SALES.,2. SIE NIMMT DIE SCHMUTZIGEN TELLER.,2. 彼女は汚れた皿を取ります。,2. かのじょはよごれたさらをとります。,2. KANOJO WA YOGORETA SARA O TORIMASU.,2. ZE NEEMT DE VIEZE BORDEN.
17,3. SHE LOOKS AT THE SINK.,3. ELA OLHA PARA A PIA.,3. ELLA MIRA EL FREGADERO.,3. LEI GUARDA IL LAVANDINO.,3. ELLE REGARDE L’ÉVIER.,3. SIE SIEHT DAS SPÜLBECKEN AN.,3. 彼女はシンクを見ます。,3. かのじょはシンクをみます。,3. KANOJO WA SHINKU O MIMASU.,3. ZE KIJKT NAAR DE GOOTSTEEN.
17,4. SHE TURNS ON THE COLD TAP.,4. ELA ABRE A TORNEIRA DE ÁGUA FRIA.,4. ELLA ABRE EL GRIFO DE AGUA FRÍA.,4. LEI APRE IL RUBINETTO DELL’ACQUA FREDDA.,4. ELLE OUVRE LE ROBINET D’EAU FROIDE.,4. SIE DREHT DEN KALTWASSERHAHN AUF.,4. 彼女は水道の水を出します。,4. かのじょはすいどうのみずをだします。,4. KANOJO WA SUIDŌ NO MIZU O DASHIMASU.,4. ZE DRAAIT DE KRAAN OPEN.
17,5. SHE WASHES HER HANDS FIRST.,5. ELA LAVA AS MÃOS PRIMEIRO.,5. ELLA SE LAVA LAS MANOS PRIMERO.,5. LEI LAVA LE MANI PRIMA.,5. ELLE SE LAVE LES MAINS D’ABORD.,5. SIE WÄSCHT ZUERST IHRE HÄNDE.,5. 彼女はまず手を洗います。,5. かのじょはまずてをあらいます。,5. KANOJO WA MAZU TE O ARAIMASU.,5. ZE WAST EERST HAAR HANDEN.
17,6. SHE PUTS SOAP ON THE SPONGE.,6. ELA COLOCA SABÃO NA ESPONJA.,6. ELLA PONE JABÓN EN LA ESPONJA.,6. LEI METTE IL SAPONE SULLA SPUGNA.,6. ELLE MET DU SAVON SUR L’ÉPONGE.,6. SIE MACHT SEIFE AUF DEN SCHWAMM.,6. 彼女はスポンジに石鹸をつけます。,6. かのじょはスポンジにせっけんをつけます。,6. KANOJO WA SUPONJI NI SEKKEN O TSUKEMASU.,6. ZE DOET ZEEP OP DE SPONS.
17,7. SHE SCRUBS A PLATE.,7. ELA ESFREGA UM PRATO.,7. ELLA FROTA UN PLATO.,7. LEI STROFINA UN PIATTO.,7. ELLE FROTTE UNE ASSIETTE.,7. SIE SCHUBBT EINEN TELLER.,7. 彼女は皿をこすります。,7. かのじょはさらをこすります。,7. KANOJO WA SARA O KOSURIMASU.,7. ZE SCHROBT EEN BORD.
17,8. SHE RINSES THE PLATE UNDER WATER.,8. ELA ENXÁGUA O PRATO SOBRE A ÁGUA.,8. ELLA ENJUAGA EL PLATO BAJO EL AGUA.,8. LEI RISCIACQUA IL PIATTO SOTTO L’ACQUA.,8. ELLE RINCE L’ASSIETTE SOUS L’EAU.,8. SIE SPÜLT DEN TELLER UNTER WASSER.,8. 彼女は皿を水で流します。,8. かのじょはさらをみずでながします。,8. KANOJO WA SARA O MIZU DE NAGASHIMASU.,8. ZE SPOELT HET BORD ONDER HET WATER.
17,9. SHE PUTS THE PLATE IN THE DISH RACK.,9. ELA COLOCA O PRATO NO ESCORREDOR.,9. ELLA PONE EL PLATO EN EL ESCURRIDOR.,9. LEI METTE IL PIATTO NELLO SCOLAPASTA.,9. ELLE MET L’ASSIETTE DANS L’ÉGOUTTOIR.,9. SIE STELLT DEN TELLER IN DAS ABTROCKNUNGSGESTELL.,9. 彼女は皿を水切りに置きます。,9. かのじょはさらをみずきりにおきます。,9. KANOJO WA SARA O MIZUKIRI NI OKIMASU.,9. ZE ZET HET BORD IN HET DROOGREK.
17,10. SHE PICKS UP A GLASS.,10. ELA PEGA UM COPO.,10. ELLA TOMA UN VASO.,10. LEI PRENDE UN BICCHIERE.,10. ELLE PREND UN VERRE.,10. SIE NIMMT EIN GLAS.,10. 彼女はグラスを取ります。,10. かのじょはグラスをとります。,10. KANOJO WA GURASU O TORIMASU.,10. ZE NEEMT EEN GLAS.
17,11. SHE CLEANSES THE GLASS WITH SOAP.,11. ELA LIMPA O COPO COM SABÃO.,11. ELLA LIMPIA EL VASO CON JABÓN.,11. LEI PULISCE IL BICCHIERE CON IL SAPONE.,11. ELLE NETTOIE LE VERRE AVEC DU SAVON.,11. SIE REINIGT DAS GLAS MIT SEIFE.,11. 彼女はグラスを石鹸で洗います。,11. かのじょはグラスをせっけんであらいます。,11. KANOJO WA GURASU O SEKKEN DE ARAIMASU.,11. ZE MAAKT HET GLAS SCHOON MET ZEEP.
17,12. SHE RINSES THE GLASS.,12. ELA ENXÁGUA O COPO.,12. ELLA ENJUAGA EL VASO.,12. LEI RISCIACQUA IL BICCHIERE.,12. ELLE RINCE LE VERRE.,12. SIE SPÜLT DAS GLAS.,12. 彼女はグラスを水ですすぎます。,12. かのじょはグラスをみずですすぎます。,12. KANOJO WA GURASU O MIZU DE SUSUGIMASU.,12. ZE SPOELT HET GLAS.
17,13. SHE CHECKS THE SINK.,13. ELA CONFERE A PIA.,13. ELLA REVISE EL FREGADERO.,13. LEI CONTROLLA IL LAVANDINO.,13. ELLE VÉRIFIE L’ÉVIER.,13. SIE ÜBERPRÜFT DAS SPÜLBECKEN.,13. 彼女はシンクを確認します。,13. かのじょはシンクをかくにんします。,13. KANOJO WA SHINKU O KAKUNIN SHIMASU.,13. ZE CONTROLEERT DE GOOTSTEEN.
17,14. SHE CLEANS THE SINK QUICKLY.,14. ELA LIMPA A PIA RAPIDAMENTE.,14. ELLA LIMPIA EL FREGADERO RÁPIDAMENTE.,14. LEI PULISCE IL LAVANDINO VELOCEMENTE.,14. ELLE NETTOIE RAPIDEMENT L’ÉVIER.,14. SIE REINIGT DAS SPÜLBECKEN SCHNELL.,14. 彼女はシンクをすぐに掃除します。,14. かのじょはシンクをすぐにそうじします。,14. KANOJO WA SHINKU O SUGU NI SŌJI SHIMASU.,14. ZE MAAKT HET GOOTSTEEN SNEL SCHOON.
17,15. SHE SMILES AND LEAVES THE KITCHEN.,15. ELA SORRI E SAI DA COZINHA.,15. ELLA SONRÍE Y SALE DE LA COCINA.,15. LEI SORRIDE E LASCIA LA CUCINA.,15. ELLE SOURIT ET QUITTE LA CUISINE.,15. SIE LÄCHELT UND VERLÄSST DIE KÜCHE.,15. 彼女は笑ってキッチンを出ます。,15. かのじょはわらってキッチンをでます。,15. KANOJO WA WARATTE KITCHIN O DEMASU.,15. ZE GLIMLACHT EN VERLAAT DE KEUKEN.
18,1. HIROKI FEELS SICK.,1. HIROKI SE SENTE MAL.,1. HIROKI SE SIENTE MAL.,1. HIROKI SI SENTE MALE.,1. HIROKI SE SENT MAL.,1. HIROKI FÜHLT SICH KRANK.,1. ヒロキは気分が悪いです。,1. ヒロキはきぶんがわるいです。,1. HIROKI WA KIBUN GA WARUI DESU.,1. HIROKI VOELT ZICH ZIEK.
18,2. HE TOUCHES HIS HEAD.,2. ELE TOCA A CABEÇA.,2. ÉL SE TOCA LA CABEZA.,2. LUI TOCCA LA TESTA.,2. IL TOUCHE SA TÊTE.,2. ER BERÜHRT SEINEN KOPF.,2. 彼は頭に触れます。,2. かれはあたまにふれます。,2. KARE WA ATAMA NI FUREMASU.,2. HIJ RAALT ZIJN HOOFD.
18,3. HE SITS ON THE SOFA.,3. ELE SE SENTA NO SOFÁ.,3. ÉL SE SIENTA EN EL SOFÁ.,3. LUI SI SIEDE SUL DIVANO.,3. IL S’ASSOIT SUR LE CANAPÉ.,3. ER SETZT SICH AUF DAS SOFA.,3. 彼はソファに座ります。,3. かれはソファにすわります。,3. KARE WA SOFA NI SUWARIMASU.,3. HIJ GAAT OP DE BANK ZITTEN.
18,4. HE COUGHS QUIETLY.,4. ELE TOSSE BAIXO.,4. ÉL TOSA SUAVEMENTE.,4. LUI TOSSE LEGGERMENTE.,4. IL TOUSSE TRANQUILLEMENT.,4. ER HUSTET LEISE.,4. 彼は静かに咳をします。,4. かれはしずかにせきをします。,4. KARE WA SHIZUKA NI SEKI O SHIMASU.,4. HIJ HOEST ZACHT.
18,5. HE LOOKS FOR A TISSUE.,5. ELE PROCURA UM LENÇO.,5. ÉL BUSCA UN PAÑUELO.,5. LUI CERCA UN FAZZOLETTO.,5. IL CHERCHE UN MOUCHOIR.,5. ER SUCHT EIN TASCHENTUCH.,5. 彼はティッシュを探します。,5. かれはティッシュをさがします。,5. KARE WA TISSHU O SAGASHIMASU.,5. HIJ ZOCHT EEN ZAKDOEK.
18,6. HE TAKES OUT A TISSUE FROM HIS POCKET.,6. ELE PEGA UM LENÇO DO BOLSO.,6. ÉL SACA UN PAÑUELO DEL BOLSILLO.,6. LUI PRENDE UN FAZZOLETTO DALLA TASCA.,6. IL SORT UN MOUCHOIR DE SA POCHE.,6. ER NIMMT EIN TASCHENTUCH AUS DER TASCHE.,6. 彼はポケットからティッシュを取り出します。,6. かれはポケットからティッシュをとりだします。,6. KARE WA POKETTO KARA TISSHU O TORIDASHIMASU.,6. HIJ HAALT EEN ZAKDOEK UIT ZIJN ZAK.
18,7. HE BLOWS HIS NOSE.,7. ELE ASSOA O NARIZ.,7. ÉL SE SUA LA NARIZ.,7. LUI SI SOFFIA IL NASO.,7. IL SE MOUCHE.,7. ER SCHNÄUZT SICH.,7. 彼は鼻をかみます。,7. かれははなをかみます。,7. KARE WA HANA O KAMIMASU.,7. HIJ BLAST ZIJN NEUS.
18,8. HE DRINKS SOME WATER.,8. ELE BEBE UM POUCO DE ÁGUA.,8. ÉL BEBE UN POCO DE AGUA.,8. LUI BEVE UN PO’ D’ACQUA.,8. IL BOIT UN PEU D’EAU.,8. ER TRINKT ETWAS WASSER.,8. 彼は水を飲みます。,8. かれはみずをのみます。,8. KARE WA MIZU O NOMIMASU.,8. HIJ DRINKT WAT WATER.
18,9. HE THINKS ABOUT GOING OUT.,9. ELE PENSA EM SAIR.,9. ÉL PIENSA EN SALIR.,9. LUI PENSA DI USCIRE.,9. IL PENSE À SORTIR.,"9. ER DENKT DARAN, RAUSZUGEHEN.",9. 彼は外出を考えます。,9. かれはがいしゅつをかんがえます。,9. KARE WA GAISHUTSU O KANGAEMASU.,9. HIJ DENKT AAN NAAR BUITENGAAN.
18,10. HE WALKS SLOWLY TO THE DOOR.,10. ELE CAMINHA DEVAGAR ATÉ A PORTA.,10. ÉL CAMINA DESPACIO HACIA LA PUERTA.,10. LUI CAMMINA LENTAMENTE VERSO LA PORTA.,10. IL MARCHE LENTEMENT VERS LA PORTE.,10. ER GEHT LANGSAM ZUR TÜR.,10. 彼はゆっくりとドアに歩きます。,10. かれはゆっくりとドアにあるきます。,10. KARE WA YUKKURI TO DOA NI ARUKIMASU.,10. HIJ LOOPT LANGZAAM NAAR DE DEUR.
18,11. HE CALLS THE DRUGSTORE FIRST.,11. ELE LIGA PARA A FARMÁCIA PRIMEIRO.,11. ÉL LLAMA A LA FARMACIA PRIMERO.,11. LUI CHIAMA LA FARMACIA PRIMA.,11. IL APPELLE LA PHARMACIE EN PREMIER.,11. ER RUFT ZUERST IN DER APOTHEKE AN.,11. 彼はまず薬局に電話します。,11. かれはまずやっきょくにでんわします。,11. KARE WA MAZU YAKKYOKU NI DENWA SHIMASU.,11. HIJ BELT EERST NAAR DE APOTHEEK.
18,12. HE LISTENS TO THE PHARMACIST ON THE PHONE.,12. ELE ESCUTA O FARMACÊUTICO AO TELEFONE.,12. ÉL ESCUCHA AL FARMACÉUTICO POR TELÉFONO.,12. LUI ASCOLTA IL FARMACISTA AL TELEFONO.,12. IL ÉCOUTE LE PHARMACIEN AU TÉLÉPHONE.,12. ER HÖRT DEM APOTHEKER AM TELEFON ZU.,12. 彼は電話で薬剤師の話を聞きます。,12. かれはでんわでやくざいしのはなしをききます。,12. KARE WA DENWA DE YAKUZAISHI NO HANASHI O KIKIMASU.,12. HIJ LUISTERT NAAR DE APOTHEKER.
18,13. HE LEAVES THE HOUSE.,13. ELE SAI DE CASA.,13. ÉL SALE DE LA CASA.,13. LUI ESCE DI CASA.,13. IL QUITTE LA MAISON.,13. ER VERLÄSST DAS HAUS.,13. 彼は家を出ます。,13. かれはいえをでます。,13. KARE WA IE O DEMASU.,13. HIJ VERLAAT HET HUIS.
18,14. HE WALKS TO THE DRUGSTORE.,14. ELE VAI ATÉ A FARMÁCIA.,14. ÉL CAMINA A LA FARMACIA.,14. LUI VA ALLA FARMACIA.,14. IL MARCHE JUSQU’À LA PHARMACIE.,14. ER GEHT ZUR APOTHEKE.,14. 彼は薬局に歩きます。,14. かれはやっきょくにあるきます。,14. KARE WA YAKKYOKU NI ARUKIMASU.,14. HIJ LOOPT NAAR DE APOTHEEK.
18,15. HE BUYS MEDICINE.,15. ELE COMPRA REMÉDIO.,15. ÉL COMPRA MEDICINA.,15. LUI COMPRA MEDICINA.,15. IL ACHÈTE DES MÉDICAMENTS.,15. ER KAUFT MEDIKAMENTE.,15. 彼は薬を買います。,15. かれはくすりをかいます。,15. KARE WA KUSURI O KAIMASU.,15. HIJ KOOPT MEDICIJN.
18,16. HE TAKES THE MEDICINE AT HOME.,16. ELE TOMA O REMÉDIO EM CASA.,16. ÉL TOMA LA MEDICINA EN CASA.,16. LUI PRENDE LA MEDICINA A CASA.,16. IL PREND LES MÉDICAMENTS CHEZ LUI.,16. ER NIMMT DIE MEDIKAMENTE ZU HAUSE EIN.,16. 彼は家で薬を飲みます。,16. かれはいえでくすりをのみます。,16. KARE WA IE DE KUSURI O NOMIMASU.,16. HIJ NEEMT HET MEDICIJN THUIS.
18,17. HE LIES DOWN ON HIS BED AND RESTS.,17. ELE SE DEITA NA CAMA E DESCANSA.,17. ÉL SE ACUESTA EN LA CAMA Y DESCANSA.,17. LUI SI DISTENDE SUL LETTO E RIPOSA.,17. IL S’ALLONGE SUR SON LIT ET SE REPOSE.,17. ER LEGT SICH AUF SEIN BETT UND RUHT SICH AUS.,17. 彼はベッドに横になって休みます。,17. かれはベッドによこになってやすみます。,17. KARE WA BEDDO NI YOKO NI NATTE YASUMIMASU.,17. HIJ GAAT OP ZIJN BED LIGGEN EN RUST UIT.
19,1. PATRICIA WALKS DOWN THE STREET.,1. PATRÍCIA CAMINHA PELA RUA.,1. PATRICIA CAMINA POR LA CALLE.,1. PATRICIA CAMMINA PER LA STRADA.,1. PATRICIA MARCHE DANS LA RUE.,1. PATRICIA GEHT DIE STRASSE ENTLANG.,1. パトリシアは通りを歩きます。,1. パトリシアはとおりをあるきます。,1. PATORISHIA WA TOORI O ARUKIMASU.,1. PATRICIA LOOPT OVER DE STRAAT.
19,2. SHE SEES HER HOUSE.,2. ELA VÊ SUA CASA.,2. ELLA VE SU CASA.,2. LEI VE LA SUA CASA.,2. ELLE VOIT SA MAISON.,2. SIE SIEHT IHR HAUS.,2. 彼女は自分の家を見ます。,2. かのじょはじぶんのいえをみます。,2. KANOJO WA JIBUN NO IE O MIMASU.,2. ZE ZIET HAAR HUIS.
19,3. SHE TAKES A DEEP BREATH.,3. ELA RESPIRA FUNDO.,3. ELLA RESPIRA PROFUNDAMENTE.,3. LEI FA UN RESPIRO PROFONDO.,3. ELLE PREND UNE GRANDE INSPIRATION.,3. SIE ATMET TIEF EIN.,3. 彼女は深呼吸をします。,3. かのじょはしんこきゅうをします。,3. KANOJO WA SHINKOKYUU O SHIMASU.,3. ZE HAALT DIEP ADEM.
19,4. SHE OPENS HER PURSE.,4. ELA ABRE SUA BOLSA.,4. ELLA ABRE SU BOLSO.,4. LEI APRE LA SUA BORSA.,4. ELLE OUVRE SON SAC.,4. SIE ÖFFNET IHRE TASCHE.,4. 彼女は財布を開けます。,4. かのじょはさいふをあけます。,4. KANOJO WA SAIFU O AKEMASU.,4. ZE OPENT HAAR TAS.
19,5. SHE LOOKS FOR HER KEYS.,5. ELA PROCURA SUAS CHAVES.,5. ELLA BUSCA SUS LLAVES.,5. LEI CERCA LE SUE CHIAVI.,5. ELLE CHERCHE SES CLÉS.,5. SIE SUCHT IHRE SCHLÜSSEL.,5. 彼女は鍵を探します。,5. かのじょはかぎをさがします。,5. KANOJO WA KAGI O SAGASHIMASU.,5. ZE ZOCHT HAAR SLEUTELS.
19,6. SHE TAKES OUT THE KEYS.,6. ELA PEGA AS CHAVES.,6. ELLA SACA LAS LLAVES.,6. LEI PRENDE LE CHIAVI.,6. ELLE SORT LES CLÉS.,6. SIE NIMMT DIE SCHLÜSSEL.,6. 彼女は鍵を取り出します。,6. かのじょはかぎをとりだします。,6. KANOJO WA KAGI O TORIDASHIMASU.,6. ZE HAALT DE SLEUTELS UIT.
19,7. SHE UNLOCKS THE DOOR.,7. ELA ABRE A PORTA.,7. ELLA ABRE LA PUERTA.,7. LEI SBLOCCA LA PORTA.,7. ELLE DÉVERROUILLE LA PORTE.,7. SIE ÖFFNET DIE TÜR.,7. 彼女はドアの鍵を開けます。,7. かのじょはドアのかぎをあけます。,7. KANOJO WA DOA NO KAGI O AKEMASU.,7. ZE OPENT DE DEUR.
19,8. SHE ENTERS THE HOUSE.,8. ELA ENTRA EM CASA.,8. ELLA ENTRA EN LA CASA.,8. LEI ENTRA IN CASA.,8. ELLE ENTRE DANS LA MAISON.,8. SIE BETRITT DAS HAUS.,8. 彼女は家に入ります。,8. かのじょはいえにはいります。,8. KANOJO WA IE NI HAIRIMASU.,8. ZE GAAT HET HUIS BINNEN.
19,9. SHE SHUTS THE DOOR BEHIND HER.,9. ELA FECHA A PORTA ATRÁS DE SI.,9. ELLA CIERRA LA PUERTA DETRÁS DE SÍ.,9. LEI CHIUDE LA PORTA DIETRO DI LEI.,9. ELLE FERME LA PORTE DERRIÈRE ELLE.,9. SIE SCHLIESST DIE TÜR HINTER SICH.,9. 彼女はドアを閉めます。,9. かのじょはドアをしめます。,9. KANOJO WA DOA O SHIMEMASU.,9. ZE SLUIT DE DEUR ACHTER ZICH.
19,10. SHE TURNS ON THE LAMP.,10. ELA ACENDE A LÂMPADA.,10. ELLA ENCIENDE LA LÁMPARA.,10. LEI ALLUME LA LAMPE.,10. ELLE ALLUME LA LAMPE.,10. SIE SCHALTE DIE LAMPE EIN.,10. 彼女はランプをつけます。,10. かのじょはランプをつけます。,10. KANOJO WA RANPU O TSUKEMASU.,10. ZE ZET DE LAMP AAN.
19,11. SHE WALKS TO THE RECLINER.,11. ELA CAMINHA ATÉ A POLTRONA.,11. ELLA CAMINA HACIA EL SILLÓN.,11. LEI CAMMINA VERSO LA POLTRONA.,11. ELLE MARCHE VERS LE FAUTEUIL.,11. SIE GEHT ZUM SESSEL.,11. 彼女はリクライナーに歩きます。,11. かのじょはリクライナーにあるきます。,11. KANOJO WA RIKURAINĀ NI ARUKIMASU.,11. ZE LOOPT NAAR DE RELAXSTOEL.
19,12. SHE SITS AND RELAXES.,12. ELA SE SENTA E RELAXA.,12. ELLA SE SIENTA Y SE RELAJA.,12. LEI SI SIEDE E SI RILASSA.,12. ELLE S’ASSOIT ET SE DÉTEND.,12. SIE SETZT SICH UND ENTSPANNT SICH.,12. 彼女は座ってリラックスします。,12. かのじょはすわってリラックスします。,12. KANOJO WA SUWATTE RIRAKKUSU SHIMASU.,12. ZE GAAT ZITTEN EN ONTSPANT ZICH.
20,1. BABATUNDE FINDS A VASE.,1. BABATUNDE ENCONTRA UM VASO.,1. BABATUNDE ENCUENTRA UN JARRÓN.,1. BABATUNDE TROVA UN VASO.,1. BABATUNDE TROUVE UN VASE.,1. BABATUNDE FINDET EINE VASE.,1. ババトゥンデは花瓶を見つけます。,1. ババトゥンデはかびんをみつけます。,1. BABATUNDE WA KABIN O MITSUKEMASU.,1. BABATUNDE VINDT EEN VAAS.
20,2. HE THINKS ABOUT HIS FRIEND.,2. ELE PENSA EM SEU AMIGO.,2. ÉL PIENSA EN SU AMIGO.,2. LUI PENSA AL SUO AMICO.,2. IL PENSE À SON AMI.,2. ER DENKT AN SEINEN FREUND.,2. 彼は友達のことを考えます。,2. かれはともだちのことをかんがえます。,2. KARE WA TOMODACHI NO KOTO O KANGAEMASU.,2. HIJ DENKT AAN ZIJN VRIEND.
20,3. HE LOOKS FOR A BOX.,3. ELE PROCURA UMA CAIXA.,3. ÉL BUSCA UNA CAJA.,3. LUI CERCA UNA SCATOLA.,3. IL CHERCHE UNE BOÎTE.,3. ER SUCHT EINE SCHACHTEL.,3. 彼は箱を探します。,3. かれははこをさがします。,3. KARE WA HAKO O SAGASHIMASU.,3. HIJ ZOCHT EEN DOOS.
20,4. HE PUTS THE VASE IN THE BOX.,4. ELE COLOCA O VASO NA CAIXA.,4. ÉL PONE EL JARRÓN EN LA CAJA.,4. LUI METTE IL VASO NELLA SCATOLA.,4. IL MET LE VASE DANS LA BOÎTE.,4. ER LEGT DIE VASE IN DIE SCHACHTEL.,4. 彼は花瓶を箱に入れます。,4. かれはかびんをはこにいれます。,4. KARE WA KABIN O HAKO NI IREMASU.,4. HIJ LEGT DE VAAS IN DE DOOS.
20,5. HE PICKS UP GIFT WRAP.,5. ELE PEGA PAPEL DE PRESENTE.,5. ÉL TOMA PAPEL DE REGALO.,5. LUI PRENDE LA CARTA DA REGALO.,5. IL PREND LE PAPIER CADEAU.,5. ER NIMMT GESCHENKPAPIER.,5. 彼はラッピングペーパーを取ります。,5. かれはラッピングペーパーをとります。,5. KARE WA RAPPINGU PEPĀ O TORIMASU.,5. HIJ NEEMT INPAKPOPPER.
20,6. HE SPREADS THE WRAP ON THE TABLE.,6. ELE ESPALHA O PAPEL NA MESA.,6. ÉL EXTIENDE EL PAPEL EN LA MESA.,6. LUI STENDE LA CARTA SUL TAVOLO.,6. IL ÉTEND LE PAPIER SUR LA TABLE.,6. ER BREITET DAS PAPIER AUF DEM TISCH AUS.,6. 彼はテーブルにラップを広げます。,6. かれはテーブルにラップをひろげます。,6. KARE WA TĒBURU NI RAPPU O HIROGEMASU.,6. HIJ LEGT HET PAPIER OP DE TAFEL.
20,7. HE PUTS THE BOX ON THE WRAP.,7. ELE COLOCA A CAIXA NO PAPEL.,7. ÉL PONE LA CAJA SOBRE EL PAPEL.,7. LUI METTE LA SCATOLA SULLA CARTA.,7. IL MET LA BOÎTE SUR LE PAPIER.,7. ER LEGT DIE SCHACHTEL AUF DAS PAPIER.,7. 彼は箱をラップの上に置きます。,7. かれははこをラップのうえにおきます。,7. KARE WA HAKO O RAPPU NO UE NI OKIMASU.,7. HIJ LEGT DE DOOS OP HET PAPIER.
20,8. HE FOLDS THE WRAP AROUND THE BOX.,8. ELE DOBRA O PAPEL AO REDOR DA CAIXA.,8. ÉL DOBLA EL PAPEL ALREDEDOR DE LA CAJA.,8. LUI PIEGA LA CARTA INTORNO ALLA SCATOLA.,8. IL PLIE LE PAPIER AUTOUR DE LA BOÎTE.,8. ER FALZT DAS PAPIER UM DIE SCHACHTEL.,8. 彼は箱の周りにラップを折ります。,8. かれははこのまわりにラップをおります。,8. KARE WA HAKO NO MAWARI NI RAPPU O ORIMASU.,8. HIJ VOUWT HET PAPIER OM DE DOOS.
20,9. HE GETS TAPE AND STICKS THE PAPER.,9. ELE PEGA FITA ADESIVA E COLOCA NO PAPEL.,9. ÉL TOMA CINTA Y PEGA EL PAPEL.,9. LUI PRENDE IL NASTRO E ATTACCA LA CARTA.,9. IL PREND DU RUBAN ET COLLE LE PAPIER.,9. ER NIMMT KLEBEBAND UND KLEBT DAS PAPIER.,9. 彼はテープを取り、紙を貼ります。,9. かれはテープをとり、かみをはります。,"9. KARE WA TĒPU O TORI, KAMI O HARIMASU.",9. HIJ PAKT PLAKBAND EN PLAAKT HET PAPIER.
20,10. HE PICKS UP RIBBON AND SCISSORS.,10. ELE PEGA FITA E TESOURA.,10. ÉL TOMA CINTA Y TIJERAS.,10. LUI PRENDE IL NASTRO E LE FORBICI.,10. IL PREND DU RUBAN ET DES CISEAUX.,10. ER NIMMT BAND UND SCHERE.,10. 彼はリボンとハサミを取ります。,10. かれはリボンとはさみをとります。,10. KARE WA RIBON TO HASAMI O TORIMASU.,10. HIJ PAKT LINT EN SCHAAR.
20,11. HE CUTS RIBBON AND WRAPS IT AROUND THE BOX.,11. ELE CORTA A FITA E EMBALA A CAIXA.,11. ÉL CORTA LA CINTA Y ENVUELVE LA CAJA.,11. LUI TAGLIA IL NASTRO E AVVOLGE LA SCATOLA.,11. IL COUPE LE RUBAN ET EMBALLE LA BOÎTE.,11. ER SCHNEIDET DAS BAND UND WICKELT DIE SCHACHTEL EIN.,11. 彼はリボンを切り、箱に巻きます。,11. かれはリボンをきり、はこにまきます。,"11. KARE WA RIBON O KIRI, HAKO NI MAKIMASU.",11. HIJ KNIJPT HET LINT EN WIKKELT HET OM DE DOOS.
20,12. HE MAKES A SIMPLE KNOT.,12. ELE FAZ UM NÓ SIMPLES.,12. ÉL HACE UN NUDO SIMPLE.,12. LUI FA UN NODO SEMPLICE.,12. IL FA UN NŒUD SIMPLE.,12. ER MACHT EINEN EINFACHEN KNOTEN.,12. 彼は簡単な結び目を作ります。,12. かれはかんたんなむすびめをつくります。,12. KARE WA KANTANNA MUSUBIME O TSUKURIMASU.,12. HIJ MAAKT EEN SIMPELE KNOOP.
20,13. HE THINKS ABOUT HIS FRIEND AGAIN.,13. ELE PENSA NOVAMENTE EM SEU AMIGO.,13. ÉL PIENSA EN SU AMIGO OTRA VEZ.,13. LUI PENSA DI NUOVO AL SUO AMICO.,13. IL PENSE À SON AMI ENCORE.,13. ER DENKT NOCH EINMAL AN SEINEN FREUND.,13. 彼は再び友達のことを考えます。,13. かれはふたたびともだちのことをかんがえます。,13. KARE WA FUTATABI TOMODACHI NO KOTO O KANGAEMASU.,13. HIJ DENKT OPNIEUW AAN ZIJN VRIEND.
