STORY,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI
27,10. HE TAKES A PHOTO OF HIS CREATION.,10. ELE TIRA UMA FOTO DE SUA CRIAÇÃO.,10. TOMA UNA FOTO DE SU CREACIÓN.,10. SCATTA UNA FOTO DELLA SUA CREAZIONE.,10. IL PREND UNE PHOTO DE SA CRÉATION.,10. ER MACHT EIN FOTO VON SEINER KREATION.,10. 彼は作品の写真を撮る。,10. かれはさくひんのしゃしんをとる。,10. KARE WA SAKUHIN NO SHASHIN WO TORU.
28,1. JACK PREHEATS THE OVEN.,1. JACK PREAQUECE O FORNO.,1. JACK PRECALIENTA EL HORNO.,1. JACK PRERISCALDA IL FORNO.,1. JACK PRÉCHAUFFE LE FOUR.,1. JACK HEIZT DEN OFEN VOR.,1. ジャックはオーブンを予熱する。,1. ジャックはオーブンをよねつする。,1. JACK WA ŌBUN WO YONETSU SURU.
28,"2. HE GRABS THE INGREDIENTS - FLOUR, SUGAR, AND EGGS.","2. ELE PEGA OS INGREDIENTES – FARINHA, AÇÚCAR E OVOS.","2. TOMA LOS INGREDIENTES – HARINA, AZÚCAR Y HUEVOS.","2. PRENDE GLI INGREDIENTI – FARINA, ZUCCHERO E UOVA.","2. IL PREND LES INGRÉDIENTS – FARINE, SUCRE ET ŒUFS.","2. ER NIMMT DIE ZUTATEN – MEHL, ZUCKER UND EIER.",2. 彼は材料（小麦粉、砂糖、卵）を取る。,2. かれはざいりょう（こむぎこ、さとう、たまご）をとる。,"2. KARE WA ZAIRYŌ (KOMUGIKO, SATŌ, TAMAGO) WO TORU."
28,3. HE MIXES THE DRY INGREDIENTS IN A BOWL.,3. ELE MISTURA OS INGREDIENTES SECOS EM UMA TIGELA.,3. MEZCLA LOS INGREDIENTES SECOS EN UN BOL.,3. MESCOLA GLI INGREDIENTI SECCHI IN UNA CIOTOLA.,3. IL MÉLANGE LES INGRÉDIENTS SECS DANS UN BOL.,3. ER MISCHT DIE TROCKENEN ZUTATEN IN EINER SCHÜSSEL.,3. 彼は乾いた材料をボウルで混ぜる。,3. かれはかわいたざいりょうをボウルでまぜる。,3. KARE WA KAWAITA ZAIRYŌ WO BŌRU DE MAZERU.
28,4. HE ADDS MILK AND BUTTER.,4. ELE ADICIONA LEITE E MANTEIGA.,4. AÑADE LECHE Y MANTEQUILLA.,4. AGGIUNGE LATTE E BURRO.,4. IL AJOUTE DU LAIT ET DU BEURRE.,4. ER FÜGT MILCH UND BUTTER HINZU.,4. 彼は牛乳とバターを加える。,4. かれはぎゅうにゅうとバターをくわえる。,4. KARE WA GYŪNYŪ TO BATĀ WO KUWAERU.
28,5. HE STIRS THE BATTER UNTIL SMOOTH.,5. ELE MEXE A MASSA ATÉ FICAR HOMOGÊNEA.,5. REMUEVE LA MASA HASTA QUE ESTÉ SUAVE.,5. MESCOLA L’IMPASTO FINCHÉ NON SIA LISCIO.,5. IL MÉLANGE LA PÂTE JUSQU’À CE QU’ELLE SOIT LISSE.,"5. ER RÜHRT DEN TEIG, BIS ER GLATT IST.",5. 彼は生地がなめらかになるまで混ぜる。,5. かれはきじがなめらかになるまでまぜる。,5. KARE WA KIJI GA NAMERAKA NI NARU MADE MAZERU.
28,6. HE POURS THE BATTER INTO A PAN.,6. ELE DESPEJA A MASSA EM UMA FORMA.,6. VIERTE LA MASA EN UN MOLDE.,6. VERSA L’IMPASTO IN UNA TEGLIA.,6. IL VERSE LA PÂTE DANS UN MOULE.,6. ER GIEßT DEN TEIG IN EINE FORM.,6. 彼は生地を型に入れる。,6. かれはきじをかたにいれる。,6. KARE WA KIJI WO KATA NI IRERU.
28,7. HE PLACES THE PAN IN THE OVEN.,7. ELE COLOCA A FORMA NO FORNO.,7. PONE EL MOLDE EN EL HORNO.,7. METTE LA TEGLIA NEL FORNO.,7. IL PLACE LE MOULE DANS LE FOUR.,7. ER STELLT DIE FORM IN DEN OFEN.,7. 彼は型をオーブンに入れる。,7. かれはかたをオーブンにいれる。,7. KARE WA KATA WO ŌBUN NI IRERU.
28,8. HE WAITS.,8. ELE ESPERA.,8. ESPERA.,8. ASPETTA.,8. IL ATTEND.,8. ER WARTET.,8. 彼は待つ。,8. かれはまつ。,8. KARE WA MATSU.
28,9. HE CHECKS THE CAKE WITH A TOOTHPICK.,9. ELE VERIFICA O BOLO COM UM PALITO.,9. REVISA EL PASTEL CON UN PALILLO.,9. CONTROLLA LA TORTA CON UNO STECCHINO.,9. IL VÉRIFIE LE GÂTEAU AVEC UN CURE-DENTS.,9. ER PRÜFT DEN KUCHEN MIT EINEM ZAHNSTOCHER.,9. 彼は爪楊枝でケーキを確認する。,9. かれはつまようじでケーキをかくにんする。,9. KARE WA TSUMAYŌJI DE KĒKI WO KAKUNIN SURU.
28,"10. HE TAKES THE CAKE OUT OF THE OVEN, PUTS IT ON THE COUNTER AND LETS IT COOL.","10. ELE RETIRA O BOLO DO FORNO, COLOCA NO BALCÃO E DEIXA ESFRIAR.","10. SACA EL PASTEL DEL HORNO, LO PONE EN LA ENCIMERA Y DEJA ENFRIAR.","10. TOGLIE LA TORTA DAL FORNO, LA METTE SUL BANCO E LA LASCIARA RAFFREDDARE.","10. IL SORT LE GÂTEAU DU FOUR, LE PLACE SUR LE COMPTOIR ET LE LAISSE REFROIDIR.","10. ER NIMMT DEN KUCHEN AUS DEM OFEN, STELLT IHN AUF DIE THEKE UND LÄSST IHN ABKÜHLEN.",10. 彼はケーキをオーブンから取り出し、カウンターに置いて冷ます。,10. かれはケーキをオーブンからとりだし、カウンターにおいてさます。,"10. KARE WA KĒKI WO ŌBUN KARA TORIDASHI, KAUNTĀ NI OITE SAMASU."
28,11. HE DECORATES THE CAKE WITH FROSTING.,11. ELE DECORA O BOLO COM COBERTURA.,11. DECORA EL PASTEL CON GLASEADO.,11. DECORA LA TORTA CON LA GLASSA.,11. IL DÉCORE LE GÂTEAU AVEC DU GLAÇAGE.,11. ER DEKORIERT DEN KUCHEN MIT FROSTING.,11. 彼はケーキにアイシングで飾り付ける。,11. かれはケーキにアイシングでかざりつける。,11. KARE WA KĒKI NI AISHINGU DE KAZARITSUKERU.
29,1. SHANIQUA GRABS HER PHONE.,1. SHANIQUA PEGA O CELULAR.,1. SHANIQUA TOMA SU TELÉFONO.,1. SHANIQUA PRENDE IL TELEFONO.,1. SHANIQUA PREND SON TÉLÉPHONE.,1. SHANIQUA NIMMT IHR HANDY.,1. シャニクアは電話を取る。,1. シャニクアはでんわをとる。,1. SHANIQUA WA DENWA WO TORU.
29,2. SHE OPENS THE CONTACT LIST.,2. ELA ABRE A LISTA DE CONTATOS.,2. ABRE LA LISTA DE CONTACTOS.,2. APRE LA RUBRICA.,2. ELLE OUVRE LA LISTE DE CONTACTS.,2. SIE ÖFFNET DIE KONTAKTLISTE.,2. 彼女は連絡先リストを開く。,2. かのじょはれんらくさクリストをひらく。,2. KANOJO WA RENRAKUSA LIST WO HIRAKU.
29,3. SHE SELECTS HER FRIEND'S NUMBER.,3. ELA SELECIONA O NÚMERO DO AMIGO.,3. SELECCIONA EL NÚMERO DE SU AMIGO.,3. SELEZIONA IL NUMERO DELL’AMICO.,3. ELLE SÉLECTIONNE LE NUMÉRO DE SON AMI.,3. SIE WÄHLT DIE NUMMER IHRES FREUNDES.,3. 彼女は友達の番号を選ぶ。,3. かのじょはともだちのばんごうをえらぶ。,3. KANOJO WA TOMODACHI NO BANGŌ WO ERABU.
29,4. SHE PRESSES THE CALL BUTTON.,4. ELA PRESSIONA O BOTÃO DE CHAMADA.,4. PRESIONA EL BOTÓN DE LLAMADA.,4. PREME IL PULSANTE DI CHIAMATA.,4. ELLE APPUIE SUR LE BOUTON D’APPEL.,4. SIE DRÜCKT DEN ANRUF-KNOPF.,4. 彼女は通話ボタンを押す。,4. かのじょはつうわボタンをおす。,4. KANOJO WA TSŪWA BOTAN WO OSU.
29,5. SHE WAITS FOR HER FRIEND TO ANSWER.,5. ELA ESPERA O AMIGO RESPONDER.,5. ESPERA QUE SU AMIGO RESPONDA.,5. ASPETTA CHE L’AMICO RISPONDA.,5. ELLE ATTEND QUE SON AMI RÉPONDE.,"5. SIE WARTET, BIS IHR FREUND ABHEBT.",5. 彼女は友達が出るのを待つ。,5. かのじょはともだちがでるのをまつ。,5. KANOJO WA TOMODACHI GA DERU NO WO MATSU.
29,6. SHE TALKS TO HER FRIEND.,6. ELA CONVERSA COM O AMIGO.,6. HABLA CON SU AMIGO.,6. PARLA CON L’AMICO.,6. ELLE PARLE À SON AMI.,6. SIE SPRICHT MIT IHREM FREUND.,6. 彼女は友達と話す。,6. かのじょはともだちとはなす。,6. KANOJO WA TOMODACHI TO HANASU.
29,7. SHE LAUGHS AND SHARES STORIES.,7. ELA RIE E COMPARTILHA HISTÓRIAS.,7. SE RÍE Y COMPARTE HISTORIAS.,7. RIDE E CONDIVIDE STORIE.,7. ELLE RIT ET PARTAGE DES HISTOIRES.,7. SIE LACHT UND TEILT GESCHICHTEN.,7. 彼女は笑って話を共有する。,7. かのじょはわらってはなしをきょうゆうする。,7. KANOJO WA WARATTE HANASHI WO KYŌYŪ SURU.
29,8. SHE SAYS GOODBYE.,8. ELA DIZ ADEUS.,8. DICE ADIÓS.,8. DICE ADDIO.,8. ELLE DIT AU REVOIR.,8. SIE SAGT AUF WIEDERSEHEN.,8. 彼女はさようならと言う。,8. かのじょはさようならという。,8. KANOJO WA SAYŌNARA TO IU.
29,9. SHE HANGS UP THE PHONE.,9. ELA DESLIGA O TELEFONE.,9. CUELGA EL TELÉFONO.,9. RIATTACCA IL TELEFONO.,9. ELLE RACCROCHE LE TÉLÉPHONE.,9. SIE LEGT DAS TELEFON AUF.,9. 彼女は電話を切る。,9. かのじょはでんわをきる。,9. KANOJO WA DENWA WO KIRU.
29,10. SHE SENDS A TEXT TO THANK HER FRIEND.,10. ELA ENVIA UMA MENSAGEM PARA AGRADECER AO AMIGO.,10. ENVÍA UN MENSAJE PARA AGRADECER A SU AMIGO.,10. INVIA UN MESSAGGIO PER RINGRAZIARE L’AMICO.,10. ELLE ENVOIE UN TEXTE POUR REMERCIER SON AMI.,"10. SIE SCHICKT EINE NACHRICHT, UM IHREM FREUND ZU DANKEN.",10. 彼女は友達に感謝のメッセージを送る。,10. かのじょはともだちにかんしゃのメッセージをおくる。,10. KANOJO WA TOMODACHI NI KANSHA NO MESSĒJI WO OKURU.
30,1. JEFFREY SEES HIS NEIGHBOR STRUGGLING WIH GROCERIES.,1. JEFFREY VÊ SEU VIZINHO LUTANDO COM AS COMPRAS.,1. JEFFREY VE A SU VECINO LUCHANDO CON LAS COMPRAS.,1. JEFFREY VE IL SUO VICINO LOTTARE CON LA SPESA.,1. JEFFREY VOIT SON VOISIN LUTTER AVEC LES COURSES.,1. JEFFREY SIEHT SEINEN NACHBAR MIT DEN EINKÄUFEN KÄMPFEN.,1. ジェフリーは隣人が買い物で苦労しているのを見ます。,1. ジェフリーはりんじんがかいものでくろうしているのをみます。,1. JEFFREY WA RINJIN GA KAIMONO DE KURŌ SHITE IRU NO WO MIMASU.
30,2. HE WALKS OVER TO OFFER HELP.,2. ELE CAMINHA PARA OFERECER AJUDA.,2. SE ACERCA PARA OFRECER AYUDA.,2. SI AVVICINA PER OFFRIRE AIUTO.,2. IL S’APPROCHE POUR OFFRIR SON AIDE.,"2. ER GEHT HIN, UM HILFE ANZUBIETEN.",2. 彼は手伝いを申し出るために歩み寄る。,2. かれはてつだいをもうしでるためにあゆみよる。,2. KARE WA TETSUDai WO MŌSHIDERU TAME NI AYUMIYORU.
30,3. HE GRABS A COUPLE BAGS.,3. ELE PEGA ALGUMAS SACOLAS.,3. TOMA UN PAR DE BOLSAS.,3. PRENDE UN PAIO DI BORSE.,3. IL PREND QUELQUES SACS.,3. ER NIMMT EIN PAAR TÜTEN.,3. 彼はいくつかの袋を取る。,3. かれはいくつかのふくろをとる。,3. KARE WA IKUTSUKA NO FUKURO WO TORU.
30,4. HE WALKS HIS NEIGHBOR TO HIS DOOR.,4. ELE ACOMPANHA O VIZINHO ATÉ SUA PORTA.,4. CAMINA CON SU VECINO HASTA SU PUERTA.,4. ACCOMPAGNA IL VICINO FINO ALLA SUA PORTA.,4. IL ACCOMPAGNE SON VOISIN JUSQU’À LA PORTE.,4. ER BEGLEITET SEINEN NACHBAR ZU SEINER TÜR.,4. 彼は隣人をドアまで案内する。,4. かれはりんじんをドアまであんないする。,4. KARE WA RINJIN WO DOA MADE ANNai SURU.
30,5. THEY TALK AND LAUGH.,5. ELES CONVERSAM E RÃO.,5. HABLAN Y SE RÍEN.,5. PARLANO E RIDONO.,5. ILS PARLENT ET RIENT.,5. SIE REDEN UND LACHEN.,5. 彼らは話して笑う。,5. かれらははなしてわらう。,5. KARERA WA HANASHITE WARAU.
30,6. HE HELPS UNLOAD THE BAGS.,6. ELE AJUDA A DESCARREGAR AS SACOLAS.,6. AYUDA A DESCARGAR LAS BOLSAS.,6. AIUTA A SCARICARE LE BORSE.,6. IL AIDE À DÉCHARGER LES SACS.,"6. ER HILFT, DIE TÜTEN AUSZURÄUMEN.",6. 彼は袋を降ろすのを手伝う。,6. かれはふくろをおろすのをてつだう。,6. KARE WA FUKURO WO OROSU NO WO TETSUDŪ.
30,7. HE ASKS HIS NEIGHBOR IF HE NEEDS MORE HELP.,7. ELE PERGUNTA AO VIZINHO SE PRECISA DE MAIS AJUDA.,7. LE PREGUNTA A SU VECINO SI NECESITA MÁS AYUDA.,7. CHIEDE AL VICINO SE NECESSITA ALTRO AIUTO.,7. IL DEMANDE À SON VOISIN S’IL A BESOIN DE PLUS D’AIDE.,"7. ER FRAGT SEINEN NACHBAR, OB ER MEHR HILFE BRAUCHT.",7. 彼は隣人にもっと手伝いが必要か尋ねる。,7. かれはりんじんにもっとてつだいがひつようかたずねる。,7. KARE WA RINJIN NI MOTTO TETSUDAI GA HITSUYŌ KA TAZUNERU.
30,8. HE TRIMS THE GRASS WITH THE WEED EATER.,8. ELE APARA A GRAMA COM O CORTADOR DE GRAMA.,8. RECORTA EL CÉSPED CON EL RECORTADOR.,8. TAGLIA L’ERBA CON IL TAGLIAERBA.,8. IL TAILLE LA PELOUSE AVEC LE COUPE-BORDURE.,8. ER SCHNEIDET DEN RASEN MIT DEM FREISCHNEIDER.,8. 彼は草刈り機で芝生を整える。,8. かれはくさかりきでしばふをととのえる。,8. KARE WA KUSAKARIKI DE SHIBAFU WO TOTONOERU.
30,9. HE MOWS THE LAWN WITH THE LAWN MOWER.,9. ELE CORTA A GRAMA COM O CORTADOR DE RELVA.,9. CORTA EL CÉSPED CON EL CORTACÉSPED.,9. TAGLIA L’ERBA CON IL RASAERBA.,9. IL TONDE LA PELOUSE AVEC LA TONDEUSE.,9. ER MÄHT DEN RASEN MIT DEM RASENMÄHER.,9. 彼は芝刈り機で芝生を刈る。,9. かれはしばかりきでしばふをかる。,9. KARE WA SHIBAKARIKI DE SHIBAFU WO KARU.
30,10. HE THANKS THE NEIGHBOR FOR THE OPPORTUNITY.,10. ELE AGRADECE AO VIZINHO PELA OPORTUNIDADE.,10. AGRADECE AL VECINO POR LA OPORTUNIDAD.,10. RINGRAZIA IL VICINO PER L’OPPORTUNITÀ.,10. IL REMERCIE SON VOISIN POUR L’OPPORTUNITÉ.,10. ER DANKT DEM NACHBAR FÜR DIE GELEGENHEIT.,10. 彼は隣人に感謝する。,10. かれはりんじんにかんしゃする。,10. KARE WA RINJIN NI KANSHA SURU.
30,11. THEY SAY GOODBYE.,11. ELES SE DIZEM ADEUS.,11. SE DICEN ADIÓS.,11. SI DICONO ARRIVEDERCI.,11. ILS SE DISENT AU REVOIR.,11. SIE SAGEN AUF WIEDERSEHEN.,11. 彼らはさようならを言う。,11. かれらはさようならをいう。,11. KARERA WA SAYŌNARA WO IU.
31,1. MARK SITS ON THE COUCH.,1. MARK SE SENTA NO SOFÁ.,1. MARK SE SIENTA EN EL SOFÁ.,1. MARK SI SIEDE SUL DIVANO.,1. MARK S’ASSOIT SUR LE CANAPÉ.,1. MARK SETZT SICH AUF DAS SOFA.,1. マークはソファに座る。,1. マークはソファにすわる。,1. MĀKU WA SOFA NI SUWARU.
31,2. HE TURNS ON THE TV. A GAME IS ON.,2. ELE LIGA A TV. HÁ UM JOGO.,2. ENCIENDE LA TV. HAY UN JUEGO.,2. ACCENDE LA TV. C’È UNA PARTITA.,2. IL ALLUME LA TV. IL Y A UN JEU.,2. ER SCHALTE DEN FERNSEHER EIN. EIN SPIEL LÄUFT.,2. 彼はテレビをつける。試合がある。,2. かれはテレビをつける。しあいがある。,2. KARE WA TEREBI WO TSUKERU. SHIAI GA ARU.
31,3. HE EATS CHIPS AND DRINKS TEA.,3. ELE COME BATATAS FRITAS E BEBE CHÁ.,3. COME PATATAS FRITAS Y BEBE TÉ.,3. MANGIA PATATINE E BEVE TÈ.,3. IL MANGE DES FRITES ET BOIT DU THÉ.,3. ER ISST CHIPS UND TRINKT TEE.,3. 彼はポテトチップスを食べてお茶を飲む。,3. かれはポテトチップスをたべておちゃをのむ。,3. KARE WA POTETO CHIPPUSU WO TABETE OCHA WO NOMU.
31,4. HIS TEAM SCORES.,4. SEU TIME MARCA.,4. SU EQUIPO ANOTA.,4. LA SUA SQUADRA SEGNA.,4. SON ÉQUIPE MARQUE.,4. SEIN TEAM ERZIELT EIN TOR.,4. 彼のチームが得点する。,4. かれのチームがとくてんする。,4. KARE NO CHĪMU GA TOKUTEN SURU.
31,5. THE OTHER TEAM SCORES.,5. O OUTRO TIME MARCA.,5. EL OTRO EQUIPO ANOTA.,5. L’ALTRA SQUADRA SEGNA.,5. L’AUTRE ÉQUIPE MARQUE.,5. DAS ANDERE TEAM ERZIELT EIN TOR.,5. 相手チームも得点する。,5. あいてチームもとくてんする。,5. AITE CHĪMU MO TOKUTEN SURU.
31,6. THE GAME ENDS. IT'S A TIE.,6. O JOGO ACABA. EMPATE.,6. EL JUEGO TERMINA. EMPATE.,6. LA PARTITA FINISCE. PAREGGIO.,6. LE MATCH SE TERMINE. ÉGALITÉ.,6. DAS SPIEL ENDET. UNENTSCHIEDEN.,6. 試合は終わる。引き分け。,6. しあいはおわる。ひきわけ。,6. SHIAI WA OWARU. HIKIWAKE.
31,7. MARK SAYS - THAT WAS A GREAT GAME.,7. MARK DIZ – FOI UM ÓTIMO JOGO.,7. MARK DICE – FUE UN GRAN JUEGO.,7. MARK DICE – È STATA UNA GRAN PARTITA.,7. MARK DIT – C’ÉTAIT UN SUPER MATCH.,7. MARK SAGT – DAS WAR EIN TOLLES SPIEL.,7. マークは言う – すばらしい試合だった。,7. マークはいう – すばらしいしあいだった。,7. MĀKU WA IU – SUBARASHĪ SHIAI DATTA.
32,1. JACQUELINE GRABS THE HOSE.,1. JACQUELINE PEGA A MANGUEIRA.,1. JACQUELINE TOMA LA MANGUERA.,1. JACQUELINE PRENDE IL TUBO.,1. JACQUELINE PREND LE TUYAU.,1. JACQUELINE NIMMT DEN SCHLAUCH.,1. ジャクリーンはホースを取る。,1. ジャクリーンはホースをとる。,1. JAKURĪN WA HŌSU WO TORU.
32,2. SHE TURNS ON THE FAUCET.,2. ELA LIGA A TORNEIRA.,2. ELLA ABRE EL GRIFO.,2. LE APRE IL RUBINETTO.,2. ELLE OUVRE LE ROBINET.,2. SIE DREHT DEN WASSERHAHN AUF.,2. 彼女は蛇口をひねる。,2. かのじょはじゃぐちをひねる。,2. KANOJO WA JAGUCHI WO HINERU.
32,3. WATER COMES OUT OF THE HOSE.,3. A ÁGUA SAI DA MANGUEIRA.,3. EL AGUA SALE DE LA MANGUERA.,3. L’ACQUA ESCE DAL TUBO.,3. L’EAU SORT DU TUYAU.,3. DAS WASSER KOMMT AUS DEM SCHLAUCH.,3. ホースから水が出る。,3. ホースからみずがでる。,3. HŌSU KARA MIZU GA DERU.
32,4. SHE SPRAYS THE CAR WITH THE HOSE.,4. ELA BASTE O CARRO COM A MANGUEIRA.,4. ELLA ROCEA EL COCHE CON LA MANGUERA.,4. LE SPRUZZA IL MACCHINA CON IL TUBO.,4. ELLE ARROSE LA VOITURE AVEC LE TUYAU.,4. SIE SPRÜHT DAS AUTO MIT DEM SCHLAUCH AB.,4. 彼女はホースで車に水をかける。,4. かのじょはホースでくるまにみずをかける。,4. KANOJO WA HŌSU DE KURUMA NI MIZU WO KAKERU.
32,5. SHE PUTS SOAP ON THE CAR AND SCRUBS IT WITH A SPONGE.,5. ELA PASSA SABÃO NO CARRO E ESCOVA COM UMA ESPONJA.,5. ELLA PONE JABÓN EN EL COCHE Y LO FROTA CON UNA ESPONJA.,5. METTE IL SAPONE SULLA MACCHINA E LA STROFINA CON UNA SPUGNA.,5. ELLE MET DU SAVON SUR LA VOITURE ET LA FROTTE AVEC UNE ÉPONGE.,5. SIE SCHMIERT SEIFE AUF DAS AUTO UND BÜRSTET ES MIT EINEM SCHWAMM.,5. 彼女は車に石鹸を塗り、スポンジでこする。,5. かのじょはくるまにせっけんをぬり、スポンジでこする。,"5. KANOJO WA KURUMA NI SEKKEN WO NURI, SUPONJI DE KOSURU."
32,6. SHE RINSES THE CAR WITH THE HOSE.,6. ELA ENXÁGUA O CARRO COM A MANGUEIRA.,6. ELLA ENJUAGA EL COCHE CON LA MANGUERA.,6. SCIAQUA LA MACCHINA CON IL TUBO.,6. ELLE RINCE LA VOITURE AVEC LE TUYAU.,6. SIE SPÜLT DAS AUTO MIT DEM SCHLAUCH AB.,6. 彼女はホースで車を洗い流す。,6. かのじょはホースでくるまをあらいながす。,6. KANOJO WA HŌSU DE KURUMA WO ARAINAGASU.
32,7. SHE DRIES THE CAR WITH THE TOWEL.,7. ELA SECA O CARRO COM A TOALHA.,7. ELLA SECA EL COCHE CON LA TOALLA.,7. ASCIUGA LA MACCHINA CON L’ASCIUGAMANO.,7. ELLE SÈCHE LA VOITURE AVEC LA SERVIETTE.,7. SIE TROCKNET DAS AUTO MIT DEM HANDTUCH.,7. 彼女はタオルで車を拭く。,7. かのじょはタオルでくるまをふく。,7. KANOJO WA TAORU DE KURUMA WO FUKU.
32,8. SHE PUTS AWAY THE HOSE.,8. ELA GUARDA A MANGUEIRA.,8. ELLA GUARDA LA MANGUERA.,8. RIPONE IL TUBO.,8. ELLE RANGE LE TUYAU.,8. SIE LEGT DEN SCHLAUCH WEG.,8. 彼女はホースを片付ける。,8. かのじょはホースをかたづける。,8. KANOJO WA HŌSU WO KATAZUKERU.
32,"9. SHE ADMIRES THE CLEAN, SPARKLING CAR.",9. ELA ADMIRA O CARRO LIMPO E BRILHANTE.,9. ELLA ADMIRA EL COCHE LIMPIO Y BRILLANTE.,9. AMMIRA LA MACCHINA PULITA E LUCENTE.,9. ELLE ADMIRE LA VOITURE PROPRE ET ÉTINCELANTE.,"9. SIE BEWUNDERT DAS SAUBERE, GLÄNZENDE AUTO.",9. 彼女はきれいでピカピカの車を眺める。,9. かのじょはきれいでピカピカのくるまをながめる。,9. KANOJO WA KIREI DE PIKAPIKA NO KURUMA WO NAGAMERU.
33,1. HE SCHEDULES AN APPOINTMENT.,1. ELE MARCA UMA CONSULTA.,1. ÉL PIDE UNA CITA.,1. PRENOTA UN APPUNTAMENTO.,1. IL PREND UN RENDEZ-VOUS.,1. ER VEREINBART EINEN TERMIN.,1. 彼は予約をする。,1. かれはよやくをする。,1. KARE WA YOYAKU WO SURU.
33,2. HE ARRIVES AT THE DENTIST'S OFFICE.,2. ELE CHEGA AO CONSULTÓRIO DO DENTISTA.,2. LLEGA AL CONSULTORIO DEL DENTISTA.,2. ARRIVA DAL DENTISTA.,2. IL ARRIVE CHEZ LE DENTISTE.,2. ER KOMMT ZUM ZAHNARZTPRAXIS.,2. 彼は歯医者に到着する。,2. かれははいしゃにとうちゃくする。,2. KARE WA HAISHA NI TŌCHAKU SURU.
33,3. HE FILLS OUT SOME FORMS.,3. ELE PREENCHA ALGUNS FORMULÁRIOS.,3. LLENA ALGUNOS FORMULARIOS.,3. COMPILA ALCUNI MODULI.,3. IL REMPLIT DES FORMULAIRES.,3. ER FÜLLT EINIGE FORMULARE AUS.,3. 彼はいくつかの用紙に記入する。,3. かれはいくつかのようしにきにゅうする。,3. KARE WA IKUTSUKA NO YŌSHI NI KINYŪ SURU.
33,4. HE WAITS FOR HIS TURN.,4. ELE ESPERA A SUA VEZ.,4. ESPERA SU TURNO.,4. ASPETTA IL SUO TURNO.,4. IL ATTEND SON TOUR.,4. ER WARTET AUF SEINE REIHE.,4. 彼は順番を待つ。,4. かれはじゅんばんをまつ。,4. KARE WA JUNBAN WO MATSU.
33,5. THE DENTIST CALLS HIM IN.,5. O DENTISTA CHAMA-O.,5. EL DENTISTA LO LLAMA.,5. IL DENTISTA LO CHIAMA.,5. LE DENTISTE L’APPELLE.,5. DER ZAHNARZT RUFT IHN.,5. 歯医者が呼ぶ。,5. はいしゃがよぶ。,5. HAISHA GA YOBU.
33,6. HE SITS IN THE DENTIST'S CHAIR.,6. ELE SE SENTA NA CADEIRA DO DENTISTA.,6. SE SIENTA EN LA SILLA DEL DENTISTA.,6. SI SIEDE SULLA POLTRONA DEL DENTISTA.,6. IL S’ASSOIT SUR LE FAUTEUIL DU DENTISTE.,6. ER SETZT SICH AUF DEN ZAHNARZTSTUHL.,6. 彼は歯医者の椅子に座る。,6. かれははいしゃのいすにすわる。,6. KARE WA HAISHA NO ISU NI SUWARU.
33,7. THE DENTIST EXAMINES HIS TEETH.,7. O DENTISTA EXAMINA SEUS DENTES.,7. EL DENTISTA EXAMINA SUS DIENTES.,7. IL DENTISTA ESAMINA I SUOI DENTI.,7. LE DENTISTE EXAMINE SES DENTS.,7. DER ZAHNARZT UNTERSUCHT SEINE ZÄHNE.,7. 歯医者が歯を診察する。,7. はいしゃがはをしんさつする。,7. HAISHA GA HA WO SHINSATSU SURU.
33,8. THE DENTIST CLEANS HIS TEETH.,8. O DENTISTA LIMPA SEUS DENTES.,8. EL DENTISTA LIMPIA SUS DIENTES.,8. IL DENTISTA PULISCE I SUOI DENTI.,8. LE DENTISTE NETTOIE SES DENTS.,8. DER ZAHNARZT REINIGT SEINE ZÄHNE.,8. 歯医者が歯をクリーニングする。,8. はいしゃがはをクリーニングする。,8. HAISHA GA HA WO KURĪNINGU SURU.
33,9. HE FINISHES THE APPOINTMENT AND LEAVES.,9. ELE TERMINA A CONSULTA E SAI.,9. TERMINA LA CITA Y SE VA.,9. TERMINA L’APPUNTAMENTO E SE NE VA.,9. IL TERMINE LE RENDEZ-VOUS ET PART.,9. ER BEENDET DEN TERMIN UND GEHT.,9. 彼は診察を終えて帰る。,9. かれはしんさつをおえてかえる。,9. KARE WA SHINSATSU WO OETE KAERU.
34,1. JACK HEARS HIS DOG BARKING.,1. JACK OUVE SEU CACHORRO LATIR.,1. JACK ESCUCHA A SU PERRO LADRAR.,1. JACK SENTE IL SUO CANE ABBAIARE.,1. JACK ENTEND SON CHIEN ABOYER.,1. JACK HÖRT SEINEN HUND BELLEN.,1. ジャックは犬の吠える声を聞く。,1. ジャックはいぬのほえるこえをきく。,1. JAKKU WA INU NO HOERU KOE WO KIKU.
34,2. THE DOG BARKS AGAIN.,2. O CACHORRO LATE NOVAMENTE.,2. EL PERRO LADRA OTRA VEZ.,2. IL CANE ABBAIA DI NUOVO.,2. LE CHIEN ABOIE ENCORE.,2. DER HUND BELLT NOCHMAL.,2. 犬がまた吠える。,2. いぬがまたほえる。,2. INU GA MATA HOERU.
34,3. HE GOES TO THE KITCHEN.,3. ELE VAI PARA A COZINHA.,3. ÉL VA A LA COCINA.,3. VA IN CUCINA.,3. IL VA À LA CUISINE.,3. ER GEHT IN DIE KÜCHE.,3. 彼はキッチンに行く。,3. かれはキッチンにいく。,3. KARE WA KITCHIN NI IKU.
