Story,File,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl,,,,,,
15,,GET BROOM,PEGAR VASSOURA,AGARRAR ESCOBA,PRENDERE LA SCOPA,PRENDRE LE BALAI,BESEN HOLEN,箒を取る,ほうきをとる,HOUKI O TORU,BEZEM PAKKEN,,,,,,
15,,DUSTPAN,PÁ DE LIXO,RECOGEDOR,PALETTA,PELLE,SCHAUFEL,ちりとり,ちりとり,CHIRITORI,STOFBLIK,,,,,,
15,,GET DUSTPAN,PEGAR PÁ DE LIXO,AGARRAR RECOGEDOR,PRENDERE LA PALETTA,PRENDRE LA PELLE,SCHAUFEL HOLEN,ちりとりを取る,ちりとりをとる,CHIRITORI O TORU,STOFBLIK PAKKEN,,,,,,
15,,SWEEP,VARRER,BARRER,SPAZZARE,BALAYER,FEGEN,掃く,はく,HAKU,VEGEN,,,,,,
15,,SWEEP GLASS,VARRER VIDRO,BARRER VIDRIO,SPAZZARE VETRO,BALAYER LE VERRE,GLAS FEGEN,ガラスを掃く,がらすをはく,GARASU O HAKU,GLAS VEGEN,,,,,,
15,,PIECE  - COMPLETE,PEDAÇO – INTEIRO,PIEZA – COMPLETO,PEZZO – INTERO,MORCEAU – ENTIER,STÜCK – GANZ,破片 – 全体,はへん – ぜんたい,HAHEN – ZENTAI,STUK – HEEL,,,,,,
15,,BROKEN PIECES,PEDAÇOS QUEBRADOS,PIEZAS ROTAS,PEZZI ROTTI,MORCEAUX CASSÉS,ZERBROCHENE STÜCKE,割れた破片,われたはへん,WARETA HAHEN,GEBROKEN STUKKEN,,,,,,
15,,BIG – SMALL,GRANDE – PEQUENO,GRANDE – PEQUEÑO,GRANDE – PICCOLO,GRAND – PETIT,GROSS – KLEIN,大きい – 小さい,おおきい – ちいさい,OOKII – CHIISAI,GROOT – KLEIN,,,,,,
15,,GET – PUT BACK,PEGAR – GUARDAR,AGARRAR – GUARDAR,PRENDERE – RIPORRE,PRENDRE – RANGER,HOLEN – ZURÜCKSTELLEN,取る – 戻す,とる – もどす,TORU – MODOSU,PAKKEN – TERUGZETTEN,,,,,,
15,,NEW – OLD,NOVO – VELHO,NUEVO – VIEJO,NUOVO – VECCHIO,NOUVEAU – VIEUX,NEU – ALT,新しい – 古い,あたらしい – ふるい,ATARASHII – FURUI,NIEUW – OUD,,,,,,
15,,NEW MUG – OLD MUG,CANECA NOVA – CANECA VELHA,TAZA NUEVA – TAZA VIEJA,TAZZA NUOVA – TAZZA VECCHIA,MUG NOUVEAU – MUG VIEUX,NEUE TASSE – ALTE TASSE,新しいマグカップ – 古いマグカップ,あたらしいまぐかっぷ – ふるいまぐかっぷ,ATARASHII MAGUKAPPU – FURUI MAGUKAPPU,NIEUWE MOK – OUDE MOK,,,,,,
16,,WALK – RUN,ANDAR – CORRER,CAMINHAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,歩く – 走る ,あるく – はしる ,ARUKU – HASHIRU,LOPEN – RENNEN,,,,,,
16,,PLAY,BRINCAR,JUGAR,GIOCARE,JOUER,SPIELEN,遊ぶ,あそぶ,ASOBU,SPELEN,,,,,,
16,,PLAYGROUND,PARQUE INFANTIL,PARQUE INFANTIL,PARCO GIOCHI,AIRE DE JEUX,SPIELPLATZ,遊び場,あそびば,ASOBIBA,SPEELPLAATS,,,,,,
16,,SEE – LOOK AWAY,VER – DESVIAR O OLHAR,VER – APARTAR LA MIRADA,VEDERE – DISTOGLIERE LO SGUARDO,VOIR – DÉTOURNER LE REGARD,SEHEN – WEGSCHAUEN,見る – 目をそらす,みる – めをそらす,MIRU – ME O SORASU,KIJKEN – WEGKIJKEN,,,,,,
16,,BALL,BOLA,PELOTA,PALLA,BALLE,BALL,ボール,ぼーる,BO-RU,BAL,,,,,,
16,,GROUND,CHÃO,SUELO,TERRA,SOL,BODEN,地面,じめん,JIMEN,GROND,,,,,,
16,,ON THE BOX – IN THE BOX,EM CIMA DA CAIXA – DENTRO DA CAIXA,ENCIMA DE LA CAJA – DENTRO DE LA CAJA,SOPRA LA SCATOLA – NELLA SCATOLA,SUR LA BOÎTE – DANS LA BOÎTE,AUF DER KISTE – IN DER KISTE,箱の上 – 箱の中,はこのうえ – はこのなか,HAKO NO UE – HAKO NO NAKA,OP DE DOOS – IN DE DOOS,,,,,,
16,,KICK,CHUTAR,PATEAR,CALCIARE,DONNER UN COUP,TRITTEN,蹴る,ける,KERU,SCHOPPEN,,,,,,
16,,HIT,BATER,GOLPEAR,COLPIRE,FRAPPER,SCHLAGEN,打つ,うつ,UTSU,SLAAN,,,,,,
16,,TREE,ÁRVORE,ÁRBOL,ALBERO,ARBRE,BAUM,木,き,KI,BOOM,,,,,,
16,,TRIP,TROPEÇAR,TROPEZAR,INCIAMPARE,TRÉBUCHER,STOLPERN,つまずく,つまずく,TSUMAZUKU,STRUIKELEN,,,,,,
16,,GRASS,GRAMA,CÉSPED,ERBA,HERBE,GRAS,草,くさ,KUSA,GRAS,,,,,,
16,,TRIP ON GRASS,TROPEÇAR NA GRAMA,TROPEZAR EN EL CÉSPED,INCIAMPARE SULL’ERBA,TRÉBUCHER SUR L’HERBE,IM GRAS STOLPERN,草でつまずく,くさでつまずく,KUSA DE TSUMAZUKU,STRUIKELEN OVER GRAS,,,,,,
16,,FALL,CAIR,CAER,CADERE,TOMBER,FALLEN,転ぶ,ころぶ,KOROBU,VALLEN,,,,,,
16,,FORWARD,PARA FRENTE,HACIA ADELANTE,IN AVANTI,EN AVANT,VORWÄRTS,前へ,まえへ,MAE E,VOORUIT,,,,,,
16,,BACKWARD,PARA TRÁS,HACIA ATRÁS,INDIETRO,EN ARRIÈRE,RÜCKWÄRTS,後ろへ,うしろへ,USHIRO E,ACHTERUIT,,,,,,
16,,TOUCH,TOCAR,TOCAR,TOCCARE,TOUCHER,BERÜHREN,触る,さわる,SAWARU,RAKEN,,,,,,
16,,HIS CAR – HER CAR,O CARRO DELE – O CARRO DELA,SU COCHE – SU COCHE,LA SUA AUTO – LA SUA AUTO,SA VOITURE – SA VOITURE,SEIN AUTO – IHR AUTO,彼の車 – 彼女の車,かれのくるま – かのじょのくるま,KARE NO KURUMA – KANOJO NO KURUMA,ZIJN AUTO – HAAR AUTO,,,,,,
16,,PAIN,DOR,DOLOR,DOLORE,DOULEUR,SCHMERZ,痛み,いたみ,ITAMI,PIJN,,,,,,
16,,HURTS – DOES NOT HURT,DÓI – NÃO DÓI,DUELE – NO DUELE,FA MALE – NON FA MALE,ÇA FAIT MAL – ÇA NE FAIT PAS MAL,TUT WEH – TUT NICHT WEH,痛い – 痛くない,いたい – いたくない,ITAI – ITAKUNAI,DOET PIJN – DOET GEEN PIJN,,,,,,
16,,CRY,CHORAR,LLORAR,PIANGERE,PLEURER,WEINEN,泣く,なく,NAKU,HUILEN,,,,,,
16,,A LITTLE – A LOT,UM POUCO – MUITO,UN POCO – MUCHO,POCO – MOLTO,UN PEU – BEAUCOUP,WENIG – VIEL,少し – たくさん,すこし – たくさん,SUKOSHI – TAKUSAN,WEINIG – VEEL,,,,,,
16,,STAND UP – SIT DOWN,LEVANTAR – SENTAR,LEVANTARSE – SENTARSE,ALZARSI – SEDERSI,SE LEVER – S’ASSEOIR,AUFSTEHEN – SICH SETZEN,立つ – 座る,たつ – すわる,TATSU – SUWARU,OPSTAAN – GAAN ZITTEN,,,,,,
16,,TAKE OUT – PUT IN,TIRAR – COLOCAR,SACAR – PONER,TOGLIERE – METTERE,SORTIR – METTRE,HERAUSNEHMEN – HINEINLEGEN,出す – 入れる,だす – いれる,DASU – IRERU,UITNEMEN – INDOEN,,,,,,
16,,TISSUE ,LENÇO,PAÑUELO,FAZZOLETTO,MOUCHOIR,TASCHENTUCH,ティッシュ,てぃっしゅ,TISSHU,TISSUE,,,,,,
16,,OUT – IN,FORA – DENTRO,FUERA – DENTRO,FUORI – DENTRO,DEHORS – DEDANS,DRAUSSEN – DRIN,外 – 中,そと – なか,SOTO – NAKA,BUITEN – BINNEN,,,,,,
16,,POCKET,BOLSO,BOLSILLO,TASCA,POCHE,TASCHE,ポケット,ぽけっと,POKETTO,ZAK,,,,,,
16,,OUT OF POCKET – IN POCKET,FORA DO BOLSO – NO BOLSO,FUERA DEL BOLSILLO – EN EL BOLSILLO,FUORI DALLA TASCA – NELLA TASCA,HORS DE LA POCHE – DANS LA POCHE,AUS DER TASCHE – IN DER TASCHE,ポケットの外 – ポケットの中,ぽけっとのそと – ぽけっとのなか,POKETTO NO SOTO – POKETTO NO NAKA,UIT DE ZAK – IN DE ZAK,,,,,,
16,,WIPE,LIMPAR,LIMPIAR,PULIRE,ESSUYER,ABWISCHEN,拭く,ふく,FUKU,AFVEGEN,,,,,,
16,,WIPE HAND,LIMPAR A MÃO,LIMPIAR LA MANO,PULIRE LA MANO,ESSUYER LA MAIN,DIE HAND ABWISCHEN,手を拭く,てをふく,TE O FUKU,HAND AFVEGEN,,,,,,
16,,WITH – WITHOUT,COM – SEM,CON – SIN,CON – SENZA,AVEC – SANS,MIT – OHNE,無し – 取り,と – なし,TO – NASHI,MET – ZONDER,,,,,,
16,,TO THE TABLE,PARA A MESA,A LA MESA,AL TAVOLO,À LA TABLE,ZUM TISCH,テーブルへ,てーぶるへ,TE-BURU E,NAAR DE TAFEL,,,,,,
16,,SLOW – QUICK,DEVAGAR – RÁPIDO,LENTO – RÁPIDO,LENTO – VELOCE,LENT – RAPIDE,LANGSAM – SCHNELL,ゆっくり – 早く,ゆっくり – はやく,YUKKURI – HAYAKU,LANGZAAM – SNEL,,,,,,
16,,STAND UP SLOWLY – STAND UP QUICKLY,LEVANTAR DEVAGAR – LEVANTAR RÁPIDO,LEVANTARSE DESPACIO – RÁPIDO,ALZARSI LENTAMENTE – VELOCEMENTE,SE LEVER LENTEMENT – VITE,LANGSAM AUFSTEHEN – SCHNELL AUFSTEHEN,ゆっくり立つ – 早く立つ,ゆっくりたつ – はやくたつ,YUKKURI TATSU – HAYAKU TATSU,LANGZAAM OPSTAAN – SNEL OPSTAAN,,,,,,
16,,BENCH,BANCO,BANCO,PANCHINA,BANC,BANK,ベンチ,べんち,BENCHI,BANKJE,,,,,,
16,,BREATHE,RESPIRAR,RESPIRAR,RESPIRARE,RESPIRER,ATMEN,呼吸する,こきゅうする,KOKYUU SURU,ADEMEN,,,,,,
16,,DEEP – SHALLOW,PROFUNDO – SUPERFICIAL,PROFUNDO – SUPERFICIAL,PROFONDO – SUPERFICIALE,PROFOND – SUPERFICIEL,TIEF – FLACH,深い – 浅い,ふかい – あさい,FUKAI – ASAI,DIEP – OPPERVALKKIG,,,,,,
16,,BREATHE DEEPLY,RESPIRAR FUNDO,RESPIRAR PROFUNDO,RESPIRARE PROFONDAMENTE,RESPIRER PROFONDÉMENT,TIEF ATMEN,深く呼吸する,ふかくこきゅうする,FUKAKU KOKYUU SURU,DIEP ADEMEN,,,,,,
16,,BANDAGE,CURATIVO,VENDA,BENDAGGIO,BANDAGE,VERBAND,包帯,ほうたい,HOUTAI,VERBAND,,,,,,
16,,TO – FROM,PARA – DE,HACIA – DESDE,A – DA,À – DE,ZU – VON,え – から,え – から,E – KARA,NAAR – VAN,,,,,,
16,,BAG,BOLSA,BOLSA,BORSA,SAC,TASCHE,バッグ,ばっぐ,BAGGU,TAS,,,,,,
16,,HIS BAG – HER BAG,A BOLSA DELE – A BOLSA DELA,SU BOLSA – SU BOLSA,LA SUA BORSA – LA SUA BORSA,SON SAC – SON SAC,SEINE TASCHE – IHRE TASCHE,彼のバッグ – 彼女のバッグ,かれのばっぐ – かのじょのばっぐ,KARE NO BAGGU – KANOJO NO BAGGU,ZIJN TAS – HAAR TAS,,,,,,
16,,PUT BANDAGE ON HAND,COLOCAR CURATIVO NA MÃO,PONER VENDA EN LA MANO,METTERE IL BENDAGGIO SULLA MANO,METTRE UN BANDAGE SUR LA MAIN,VERBAND AN DIE HAND LEGEN,手に包帯を巻く,てにほうたいをまく,TE NI HOUTAI O MAKU,VERBAND OM DE HAND DOEN,,,,,,
16,,SMILE,SORRIR,SONREÍR,SORRIDERE,SOURIRE,LÄCHELN,笑う,わらう,WARAU,GLIMLACHEN,,,,,,
16,,PICK UP – PUT DOWN,PEGAR – COLOCAR,COGER – DEJAR,PRENDERE – POSARE,PRENDRE – POSER,AUFHEBEN – ABLEGEN,取る – 置く,とる – おく,TORU – OKU,OPPAKKEN – NEERZETTEN,,,,,,
17,,KITCHEN – LIVING ROOM,COZINHA – SALA DE ESTAR,COCINA – SALA DE ESTAR,CUCINA – SOGGIORNO,CUISINE – SALON,KÜCHE – WOHNZIMMER,台所 – 今,だいどころ – いま,DAIDOKORO – IMA,KEUKEN – WOONKAMER,,,,,,
17,,CLEAN – DIRTY,LIMPO – SUJO,LIMPIO – SUCIO,PULITO – SPORCO,PROPRE – SALE,SAUBER – SCHMUTZIG,綺麗 – 汚い,きれい – きたない,KIREI – KITANAI,SCHOON – VIES,,,,,,
17,,MESSY – TIDY,BAGUNÇADO – ORGANIZADO,DESORDENADO – ORDENADO,DISORDINATO – ORDINATO,DÉSORDONNÉ – RANGÉ,UNORDENTLICH – ORDENTLICH,散らかった – 整った,ちらかった – ととのった,CHIRAKATTA – TOTONOTTA,ROMMELIG – NETJES,,,,,,
17,,PICK UP – PUT DOWN,PEGAR – COLOCAR,COGER – DEJAR,PRENDERE – POSARE,PRENDRE – POSER,AUFHEBEN – ABLEGEN,取る – 置く,とる – おく,TORU – OKU,OPPAKKEN – NEERZETTEN,,,,,,
17,,LOOK AT ,OLHAR PARA,MIRAR A,GUARDARE,REGARDER,ANSCHAUEN,見る,みる,MIRU,KIJKEN NAAR,,,,,,
17,,SINK,PIA,FREGADERO,LAVANDINO,ÉVIER,WASCHBECKEN,流し,ながし,NAGASHI,WASBAK,,,,,,
17,,TURN ON – TURN OFF,LIGAR – DESLIGAR,ENCENDER – APAGAR,ACCENDERE – SPEGNERE,ALLUMER – ÉTEINDRE,EINSCHALTEN – AUSSCHALTEN,付ける – 消す,つける – けす,TSUKERU – KESU,AANZETTEN – UITZETTEN,,,,,,
17,,COLD – HOT,FRIO – QUENTE,FRÍO – CALIENTE,FREDDO – CALDO,FROID – CHAUD,KALT – HEISS,冷たい – 熱い,つめたい – あつい,TSUMETAI – ATSUI,KOUD – HEET,,,,,,
17,,TAP WATER,ÁGUA DA TORNEIRA,AGUA DEL GRIFO,ACQUA DEL RUBINETTO,EAU DU ROBINET,LEITUNGSWASSER,水道水,すいどうすい,SUIDOUSUI,KRAANWATER,,,,,,
17,,WASH,LAVAR,LAVAR,LAVARE,LAVER,WASCHEN,洗う,あらう,ARAU,WASSEN,,,,,,
17,,WASH HANDS,LAVAR AS MÃOS,LAVARSE LAS MANOS,LAVARE LE MANI,SE LAVER LES MAINS,HÄNDE WASCHEN,手を洗う,てをあらう,TE O ARAU,HANDEN WASSEN,,,,,,
17,,HER HANDS – HIS HANDS,AS MÃOS DELA – AS MÃOS DELE,SUS MANOS – SUS MANOS,LE SUE MANI – LE SUE MANI,SES MAINS – SES MAINS,IHRE HÄNDE – SEINE HÄNDE,彼女の手 – 彼の手,かのじょのて – かれのて,KANOJO NO TE – KARE NO TE,HAAR HANDEN – ZIJN HANDEN,,,,,,
17,,FIRST – SECOND – THIRD,PRIMEIRO – SEGUNDO – TERCEIRO,PRIMERO – SEGUNDO – TERCERO,PRIMO – SECONDO – TERZO,PREMIER – DEUXIÈME – TROISIÈME,ERSTE – ZWEITE – DRITTE,一番目 – 二番目 – 三番目,いちばんめ – にばんめ – さんばんめ,ICHIBANME – NIBANME – SANBANME,EERSTE – TWEEDE – DERDE,,,,,,
17,,SOAP,SABÃO,JABÓN,SAPONE,SAVON,SEIFE,石鹸,せっけん,SEKKEN,ZEEP,,,,,,
17,,PUT – TAKE,COLOCAR – TIRAR,PONER – SACAR,METTERE – TOGLIERE,METTRE – ENLEVER,LEGEN – NEHMEN,置く – 取る,おく – とる,OKU – TORU,NEERZETTEN – NEMEN,,,,,,
17,,ON THE BOX – IN THE BOX,EM CIMA DA CAIXA – DENTRO DA CAIXA,ENCIMA DE LA CAJA – DENTRO DE LA CAJA,SOPRA LA SCATOLA – NELLA SCATOLA,SUR LA BOÎTE – DANS LA BOÎTE,AUF DER KISTE – IN DER KISTE,箱の上 – 箱の中,はこのうえ – はこのなか,HAKO NO UE – HAKO NO NAKA,OP DE DOOS – IN DE DOOS,,,,,,
17,,SPONGE,ESPONJA,ESPONJA,SPUGNA,ÉPONGE,SCHWAMM,スポンジ,すぽんじ,SPONJI,SPONS,,,,,,
17,,ON THE SPONGE,NA ESPONJA,EN LA ESPONJA,SULLA SPUGNA,SUR L’ÉPONGE,AUF DEM SCHWAMM,スポンジの上,すぽんじのうえ,SPONJI NO UE,OP DE SPONS,,,,,,
17,,SCRUB,ESFREGAR,FROTAR,STROFINARE,RÉCURER,SCHRUBBEN,擦る,こする,KOSURU,SCHROBBEN,,,,,,
17,,PLATE,PRATO,PLATO,PIATTO,ASSIETTE,TELLER,皿,さら,SARA,BORD,,,,,,
17,,RINSE,ENXAGUAR,ENJUAGAR,SCIACQUARE,RINCER,SPÜLEN,濯ぐ,すすぐ,SUSUGU,SPOELEN,,,,,,
17,,RINSE HANDS,ENXAGUAR AS MÃOS,ENJUAGAR LAS MANOS,SCIACQUARE LE MANI,RINCER LES MAINS,HÄNDE SPÜLEN,手を濯ぐ,てをすすぐ,TE O SUSUGU,HANDEN SPOELEN,,,,,,
17,,RINSE PLATE,ENXAGUAR O PRATO,ENJUAGAR EL PLATO,SCIACQUARE IL PIATTO,RINCER L’ASSIETTE,TELLER SPÜLEN,皿を濯ぐ,さらをすすぐ,SARA O SUSUGU,BORD SPOELEN,,,,,,
17,,UNDER – OVER,DEBAIXO – EM CIMA,DEBAJO – ENCIMA,SOTTO – SOPRA,SOUS – SUR,UNTER – ÜBER,下 – 上,した – うえ,SHITA – UE,ONDER – BOVEN,,,,,,
17,,UNDER WATER,DEBAIXO DA ÁGUA,DEBAJO DEL AGUA,SOTTO L’ACQUA,SOUS L’EAU,UNTER WASSER,水の下,みずのした,MIZU NO SHITA,ONDER WATER,,,,,,
17,,PUT PLATE UNDER WATER,COLOCAR PRATO DEBAIXO DA ÁGUA,PONER EL PLATO DEBAJO DEL AGUA,METTERE IL PIATTO SOTTO L’ACQUA,METTRE L’ASSIETTE SOUS L’EAU,TELLER UNTER WASSER HALTEN,皿を水の下に置く,さらをみずのしたにおく,SARA O MIZU NO SHITA NI OKU,BORD ONDER WATER ZETTEN,,,,,,
17,,DISH RACK,ESCORREDOR DE PRATOS,ESCURREPLATOS,SCOLAPIATTI,ÉGOUTTOIR,ABTROPFGESTELL,皿立て,さらたて,SARATATE,AFDROOGREK,,,,,,
17,,PUT PLATE IN DISH RACK,COLOCAR PRATO NO ESCORREDOR,PONER EL PLATO EN EL ESCURREPLATOS,METTERE IL PIATTO NELLO SCOLAPIATTI,METTRE L’ASSIETTE DANS L’ÉGOUTTOIR,TELLER INS ABTROPFGESTELL STELLEN,皿立てに皿を置く,さらたてにさらをおく,SARATATE NI SARA O OKU,BORD IN AFDROOGREK ZETTEN,,,,,,
17,,GLASS,COPO,VASO,BICCHIERE,VERRE,GLAS,コップ,こっぷ,KOPPU,GLAS,,,,,,
17,,CLEAN ROOM – CLEAN TABLE,LIMPAR QUARTO – LIMPAR MESA,LIMPIAR HABITACIÓN – LIMPIAR MESA,PULIRE STANZA – PULIRE TAVOLO,NETTOYER LA CHAMBRE – NETTOYER LA TABLE,ZIMMER REINIGEN – TISCH REINIGEN,部屋を掃除する – テーブルを掃除する,へやをそうじする – てーぶるをそうじする,HEYA O SOUJI SURU – TE-BURU O SOUJI SURU,KAMER SCHOONMAKEN – TAFEL SCHOONMAKEN,,,,,,
17,,RINSE HANDS – RINSE GLASS,ENXAGUAR AS MÃOS – ENXAGUAR O COPO,ENJUAGAR LAS MANOS – ENJUAGAR EL VASO,SCIACQUARE LE MANI – SCIACQUARE IL BICCHIERE,RINCER LES MAINS – RINCER LE VERRE,HÄNDE SPÜLEN – GLAS SPÜLEN,手を濯ぐ – コップを濯ぐ,てをすすぐ – こっぷをすすぐ,TE O SUSUGU – KOPPU O SUSUGU,HANDEN SPOELEN – GLAS SPOELEN,,,,,,
17,,ENGINE,MOTOR,MOTOR,MOTORE,MOTEUR,MOTOR,エンジン,えんじん,ENJIN,MOTOR,,,,,,
17,,CHECK ENGINE,VERIFICAR MOTOR,REVISAR MOTOR,CONTROLLARE MOTORE,VÉRIFIER LE MOTEUR,MOTOR PRÜFEN,エンジンを確認する,えんじんをかくにんする,ENJIN O KAKUNIN SURU,MOTOR CONTROLEREN,,,,,,
17,,CLEAN THE SINK,LIMPAR A PIA,LIMPIAR EL FREGADERO,PULIRE IL LAVANDINO,NETTOYER L’ÉVIER,WASCHBECKEN REINIGEN,流しを掃除する,ながしをそうじする,NAGASHI O SOUJI SURU,WASBAK SCHOONMAKEN,,,,,,
17,,SLOWLY – QUICKLY,DEVAGAR – RAPIDAMENTE,DESPACIO – RÁPIDAMENTE,LENTAMENTE – VELOCEMENTE,LENTEMENT – RAPIDEMENT,LANGSAM – SCHNELL,ゆっくり – 早く,ゆっくり – はやく,YUKKURI – HAYAKU,LANGZAAM – SNEL,,,,,,
17,,SMILE,SORRIR,SONREÍR,SORRIDERE,SOURIRE,LÄCHELN,笑う,わらう,WARAU,GLIMLACHEN,,,,,,
17,,ARRIVE – LEAVE,CHEGAR – SAIR,LLEGAR – SALIR,ARRIVARE – PARTIRE,ARRIVER – PARTIR,ANKOMMEN – VERLASSEN,突く – 去る,つく – さる,TSUKU – SARU,AANKOMEN – VERTREKKEN,,,,,,
17,,STAY – LEAVE,FICAR – SAIR,QUEDARSE – IRSE,RESTARE – ANDARE VIA,RESTER – PARTIR,BLEIBEN – GEHEN,居る – 去る,いる – さる,IRU – SARU,BLIJVEN – WEGGAAN,,,,,,
18,,COLD – HOT,FRIO – QUENTE,FRÍO – CALIENTE,FREDDO – CALDO,FROID – CHAUD,KALT – HEISS,冷たい – 熱い,つめたい – あつい,TSUMETAI – ATSUI,KOUD – HEET,,,,,,
18,,FEEL COLD – FEEL HOT,SENTIR FRIO – SENTIR CALOR,SENTIR FRÍO – SENTIR CALOR,SENTIRE FREDDO – SENTIRE CALDO,AVOIR FROID – AVOIR CHAUD,KALT SEIN – HEISS SEIN,寒く感じる – 暑く感じる,さむくかんじる – あつくかんじる,SAMUKU KANJIRU – ATSUKU KANJIRU,KOUD AANVOELEN – WARM AANVOELEN,,,,,,
18,,HE IS SICK – HE FEELS SICK,ELE ESTÁ DOENTE – ELE SE SENTE MAL,ÉL ESTÁ ENFERMO – ÉL SE SIENTE MAL,LUI È MALATO – SI SENTE MALE,IL EST MALADE – IL SE SENT MAL,ER IST KRANK – ER FÜHLT SICH KRANK,彼は病気だ – 気分が悪い,かれはびょうきだ – きぶんがわるい,KARE WA BYOUKI DA – KIBUN GA WARUI,HIJ IS ZIEK – HIJ VOELT ZICH ZIEK,,,,,,
18,,TOUCH – NOT TOUCH,TOCAR – NÃO TOCAR,TOCAR – NO TOCAR,TOCCARE – NON TOCCARE,TOUCHER – NE PAS TOUCHER,BERÜHREN – NICHT BERÜHREN,触る – 触らない,さわる – さわらない,SAWARU – SAWARANAI,RAKEN – NIET RAKEN,,,,,,
18,,HEAD – NOSE – MOUTH,CABEÇA – NARIZ – BOCA,CABEZA – NARIZ – BOCA,TESTA – NASO – BOCCA,TÊTE – NEZ – BOUCHE,KOPF – NASE – MUND,頭 – 鼻 – 口,あたま – はな – くち,ATAMA – HANA – KUCHI,HOOFD – NEUS – MOND,,,,,,
18,,SIT – STAND UP,SENTAR – LEVANTAR,SENTARSE – LEVANTARSE,SEDERSI – ALZARSI,S’ASSEOIR – SE LEVER,SICH SETZEN – AUFSTEHEN,座る – 立つ,すわる – たつ,SUWARU – TATSU,GAAN ZITTEN – OPSTAAN,,,,,,
18,,COUGH,TOSSIR,TOSER,TOSSIRE,TOUSSER,HUSTEN,席をする,せきをする,SEKI O SURU,HOESTEN,,,,,,
18,,QUIET – LOUD,SILÊNCIO – ALTO,SILENCIOSO – FUERTE,SILENZIOSO – FORTE,CALME – FORT,LEISE – LAUT,静か – うるさい,しずか – うるさい,SHIZUKA – URUSAI,STIL – LUID,,,,,,
18,,COUGH QUIETLY – COUGH LOUDLY,TOSSIR BAIXO – TOSSIR ALTO,TOSER DESPACIO – TOSER FUERTE,TOSSIRE PIANO – TOSSIRE FORTE,TOUSSER DOUCEMENT – TOUSSER FORT,LEISE HUSTEN – LAUT HUSTEN,静かに席をする – 大きく席をする,しずかにせきをする – おおきくせきをする,SHIZUKA NI SEKI O SURU – OOKIKU SEKI O SURU,ZACHT HOESTEN – HARD HOESTEN,,,,,,
18,,LOOK – LOOK FOR,OLHAR – PROCURAR,MIRAR – BUSCAR,GUARDARE – CERCARE,REGARDER – CHERCHER,SEHEN – SUCHEN,見る – 探す,みる – さがす,MIRU – SAGASU,KIJKEN – ZOEKEN,,,,,,
18,,TISSUE ,LENÇO,PAÑUELO,FAZZOLETTO,MOUCHOIR,TASCHENTUCH,ティッシュ,てぃっしゅ,TISSHU,TISSUE,,,,,,
18,,TAKE OUT – PUT IN,TIRAR – COLOCAR,SACAR – PONER,TOGLIERE – METTERE,SORTIR – METTRE,HERAUSNEHMEN – HINEINLEGEN,出す – 入れる,だす – いれる,DASU – IRERU,UITNEMEN – INDOEN,,,,,,
18,,TO – FROM,PARA – DE,HACIA – DESDE,A – DA,À – DE,ZU – VON,え – から,え – から,E – KARA,NAAR – VAN,,,,,,
18,,POCKET,BOLSO,BOLSILLO,TASCA,POCHE,TASCHE,ポケット,ぽけっと,POKETTO,ZAK,,,,,,
18,,HIS POCKET – HER POCKET,O BOLSO DELE – O BOLSO DELA,SU BOLSILLO – SU BOLSILLO,LA SUA TASCA – LA SUA TASCA,SA POCHE – SA POCHE,SEINE TASCHE – IHRE TASCHE,彼のポケット – 彼女のポケット,かれのぽけっと – かのじょのぽけっと,KARE NO POKETTO – KANOJO NO POKETTO,ZIJN ZAK – HAAR ZAK,,,,,,
18,,BLOW,ASSOPRAR,SOPLAR,SOFFIARE,SOUFFLER,BLASEN,拭く,ふく,FUKU,BLAZEN,,,,,,
18,,BLOW NOSE,ASSOPRAR O NARIZ,SONARSE LA NARIZ,SOFFIARSI IL NASO,SE MOUCHER,SCHNAUZEN,鼻を噛む,はなをかむ,HANA O KAMU,NEUS SNUITEN,,,,,,
18,,DRINK,BEBER,BEBER,BERE,BOIRE,TRINKEN,飲む,のむ,NOMU,DRINKEN,,,,,,
18,,SOME – A LOT,ALGUM – MUITO,ALGO – MUCHO,POCO – MOLTO,UN PEU – BEAUCOUP,WENIG – VIEL,少し – たくさん,すこし – たくさん,SUKOSHI – TAKUSAN,WEINIG – VEEL,,,,,,
18,,WATER,ÁGUA,AGUA,ACQUA,EAU,WASSER,水,みず,MIZU,WATER,,,,,,
18,,THINK – THINK ABOUT,PENSAR – PENSAR SOBRE,PENSAR – PENSAR EN,PENSARE – PENSARE A,PENSER – PENSER À,DENKEN – NACHDENKEN,考える – 考えること,かんがえる – かんがえること,KANGAERU – KANGAERU KOTO,DENKEN – NADENKEN,,,,,,
18,,COME IN – GO OUT,ENTRAR – SAIR,ENTRAR – SALIR,ENTRARE – USCIRE,ENTRER – SORTIR,HINEINGEHEN – HINAUSGEHEN,入る – 出る,はいる – でる,HAIRU – DERU,BINNENGAAN – BUITENGAAN,,,,,,
18,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く – 走る,あるく – はしる,ARUKU – HASHIRU,LOPEN – RENNEN,,,,,,
